,age,default,housing,loan,duration,campaign,previous,deposit
728,36,no,no,no,1242,3,0,1
729,39,no,no,no,922,7,0,1
730,46,no,no,no,1206,4,0,1
731,48,no,no,no,856,3,0,1
732,36,no,no,no,386,4,0,1
733,30,no,yes,no,384,6,0,1
734,33,no,no,no,1070,2,0,1
735,57,no,no,no,610,4,0,1
736,33,no,no,no,699,7,0,1
737,35,no,no,no,917,4,0,1
738,53,no,no,no,608,2,0,1
739,41,no,yes,no,734,4,0,1
740,32,no,no,no,1238,1,0,1
741,41,no,no,no,1242,5,0,1
742,35,no,no,no,444,3,0,1
743,48,no,no,yes,418,5,0,1
744,34,no,no,yes,1080,3,0,1
745,47,no,no,no,479,1,0,1
746,46,no,no,no,645,2,0,1
747,60,no,no,no,506,2,0,1
748,39,no,no,no,768,2,0,1
749,57,no,no,no,1134,2,0,1
750,36,no,no,no,396,3,0,1
751,30,no,no,no,507,2,0,1
752,33,no,no,no,439,4,0,1
753,30,no,yes,no,1133,4,0,1
754,36,yes,no,no,587,2,0,1
755,49,no,no,no,696,2,0,1
756,49,no,no,no,645,8,0,1
757,40,no,no,no,473,6,0,1
758,49,no,no,no,559,4,0,1
759,38,no,no,no,1092,5,0,1
760,31,no,no,no,453,3,0,1
761,34,no,yes,no,1307,4,0,1
762,39,no,yes,no,1344,1,0,1
763,40,no,no,no,432,3,0,1
764,47,no,yes,no,1613,1,0,1
765,37,no,no,no,664,3,0,1
766,44,no,yes,no,1735,4,0,1
767,55,no,no,no,940,10,0,1
768,40,no,no,no,1842,2,0,1
769,54,no,no,no,969,2,0,1
770,35,no,no,yes,823,2,0,1
771,32,no,no,no,618,9,0,1
772,36,no,no,no,526,2,0,1
773,37,no,no,no,846,5,0,1
774,37,no,yes,no,1149,6,0,1
775,50,no,no,no,665,2,0,1
776,58,no,no,no,641,4,0,1
777,52,no,no,no,404,6,0,1
778,31,no,no,no,657,7,0,1
779,40,no,no,no,737,4,0,1
780,34,no,yes,no,871,4,0,1
781,53,no,no,no,838,4,0,1
782,43,no,no,no,379,6,0,1
783,30,no,no,no,851,8,0,1
784,34,no,no,no,990,1,0,1
785,48,no,no,no,529,1,0,1
786,33,no,no,no,1148,2,0,1
787,37,no,yes,no,904,6,0,1
788,57,no,no,no,707,2,0,1
789,55,no,no,no,632,4,0,1
790,34,no,yes,no,593,4,0,1
791,44,no,no,no,552,2,0,1
792,35,no,no,no,857,2,0,1
793,34,no,no,no,518,2,0,1
794,49,no,no,no,834,14,0,1
795,30,no,yes,no,1184,4,0,1
796,32,no,no,no,1151,2,0,1
797,56,no,no,no,1231,4,0,1
798,50,no,no,no,904,3,0,1
799,32,no,yes,no,1871,3,0,1
800,45,no,no,no,773,4,0,1
801,52,no,no,no,762,3,0,1
802,60,no,no,no,671,4,0,1
803,47,no,no,no,638,6,0,1
804,32,no,no,no,594,4,0,1
805,55,no,no,no,625,4,0,1
806,36,no,no,no,882,8,0,1
807,46,no,no,no,528,5,0,1
808,55,no,no,no,309,4,0,1
809,30,no,no,no,471,8,0,1
810,54,no,no,no,520,7,0,1
811,31,no,no,no,1576,8,0,1
812,46,no,no,no,504,7,0,1
813,61,no,no,no,998,6,0,1
814,58,no,no,no,194,2,0,1
815,38,no,no,no,645,14,0,1
816,49,no,no,no,1293,8,0,1
817,43,no,no,no,950,6,0,1
818,52,no,no,no,1032,3,0,1
819,33,no,no,no,836,3,0,1
820,33,no,yes,no,480,1,0,1
821,53,no,no,no,921,2,0,1
822,40,no,no,no,467,2,0,1
823,44,no,no,no,552,5,0,1
824,42,no,no,no,875,4,0,1
825,33,no,no,no,588,6,0,1
826,53,no,no,no,1408,5,0,1
827,60,no,no,no,921,6,0,1
828,33,no,yes,no,627,2,0,1
829,37,no,no,no,625,6,0,1
830,45,no,no,no,703,2,0,1
831,34,no,no,no,1503,2,0,1
832,56,no,no,no,644,4,0,1
833,57,no,no,no,913,4,0,1
834,32,no,no,no,788,6,0,1
835,50,no,no,no,946,4,0,1
836,30,no,no,yes,1532,2,0,1
837,56,no,no,no,793,10,0,1
838,55,no,no,no,81,1,0,1
839,34,no,no,no,1877,3,0,1
840,52,no,no,no,1123,4,0,1
841,32,no,no,no,576,2,0,1
842,31,no,no,no,579,2,0,1
843,44,no,no,no,520,2,0,1
844,33,no,no,no,1258,2,0,1
845,53,no,no,no,528,2,0,1
846,46,no,no,no,686,2,0,1
847,46,no,no,no,604,6,0,1
848,59,no,yes,no,1241,11,0,1
849,51,no,no,no,735,1,0,1
850,57,no,yes,no,626,3,0,1
851,43,no,no,no,363,7,0,1
852,48,no,no,no,961,4,0,1
853,33,no,no,no,472,6,0,1
854,59,no,no,no,1152,6,0,1
855,58,no,yes,no,606,6,0,1
856,32,no,no,no,497,5,0,1
857,44,no,no,no,630,7,0,1
858,47,yes,no,no,366,3,0,1
859,34,no,no,no,1374,10,0,1
860,51,no,no,no,372,5,0,1
861,60,no,no,no,664,11,0,1
862,46,no,no,no,388,6,0,1
863,41,no,no,no,428,2,0,1
864,34,no,no,no,609,13,0,1
865,31,no,no,no,581,6,0,1
866,37,no,no,no,1033,4,0,1
867,59,no,no,no,1040,6,0,1
868,55,no,no,no,672,6,0,1
869,33,no,no,no,512,8,0,1
870,30,no,no,no,976,12,0,1
871,36,no,no,no,645,9,0,1
872,44,no,no,no,523,3,0,1
873,36,no,yes,no,1642,3,0,1
874,33,no,no,no,583,17,0,1
875,36,no,no,no,965,4,0,1
876,53,no,no,no,2372,6,0,1
877,47,no,no,no,1126,4,0,1
878,39,no,yes,yes,908,1,0,1
879,35,no,yes,no,643,2,0,1
880,32,no,no,no,695,2,0,1
881,46,no,no,yes,270,1,0,1
882,30,no,no,no,235,1,0,1
883,36,no,yes,yes,3253,1,0,1
884,47,no,yes,yes,478,1,0,1
885,52,no,yes,no,133,1,0,1
886,43,no,no,no,312,1,0,1
887,44,no,no,no,718,1,0,1
888,30,no,yes,no,2016,1,0,1
889,32,no,yes,yes,294,1,0,1
890,42,no,yes,yes,519,1,1,1
891,33,no,yes,no,144,1,4,1
892,45,no,yes,yes,187,1,0,1
893,45,no,yes,no,676,1,0,1
894,28,no,no,no,157,1,0,1
895,32,no,no,no,181,1,0,1
896,28,no,no,yes,313,1,0,1
897,44,no,yes,no,80,1,0,1
898,51,no,yes,no,134,1,0,1
899,56,no,yes,no,518,1,2,1
900,40,no,yes,no,112,1,0,1
901,49,no,yes,no,97,1,0,1
902,50,no,no,no,305,1,0,1
903,58,no,no,no,228,1,0,1
904,37,no,no,no,376,1,0,1
905,27,no,no,no,131,1,0,1
906,47,no,yes,no,251,1,0,1
907,39,no,no,no,125,1,0,1
908,43,no,yes,yes,135,1,0,1
909,34,no,yes,yes,540,1,0,1
910,35,no,yes,no,171,1,0,1
911,58,no,no,yes,11,1,0,1
912,35,no,yes,no,248,1,0,1
913,42,no,yes,no,234,1,0,1
914,43,no,no,no,132,1,0,1
915,34,no,yes,no,154,1,0,1
916,35,no,no,no,160,1,0,1
917,38,no,no,no,227,1,0,1
918,39,no,yes,no,158,1,0,1
919,58,no,no,no,615,1,0,1
920,60,no,no,no,399,1,0,1
921,56,no,yes,no,465,1,0,1
922,31,no,no,no,268,1,0,1
923,37,no,yes,no,253,1,0,1
924,59,no,no,no,669,1,0,1
925,49,no,no,no,234,1,0,1
926,30,no,yes,no,150,1,0,1
927,31,no,no,no,154,1,0,1
928,40,no,no,no,299,1,0,1
929,43,no,no,no,524,1,0,1
930,48,no,no,no,248,1,0,1
931,34,no,no,no,486,1,0,1
932,28,no,no,no,158,1,0,1
933,34,no,yes,no,114,1,3,1
934,47,no,yes,no,378,1,0,1
935,59,no,no,no,494,1,0,1
936,32,no,no,no,90,1,0,1
937,31,no,no,no,160,1,0,1
938,27,no,no,no,239,1,0,1
939,35,no,yes,no,162,1,0,1
940,32,no,yes,no,132,1,0,1
941,57,no,no,no,172,1,0,1
942,58,no,yes,no,160,1,0,1
943,30,no,yes,no,179,1,0,1
944,37,no,yes,yes,1789,1,0,1
945,44,no,no,no,1077,1,0,1
946,57,no,yes,no,564,1,0,1
947,34,no,yes,yes,1303,1,0,1
948,54,no,no,no,696,2,0,1
949,55,no,yes,yes,761,1,0,1
950,59,no,no,yes,540,2,0,1
951,53,no,no,no,1091,2,1,1
952,37,no,yes,no,1210,2,4,1
953,45,no,no,yes,652,2,2,1
954,49,no,yes,yes,454,1,0,1
955,31,no,no,no,514,2,0,1
956,31,no,yes,no,1978,1,0,1
957,35,no,yes,no,854,1,0,1
958,37,no,no,no,1164,2,0,1
959,48,no,no,no,676,1,0,1
960,39,no,yes,no,486,1,0,1
961,34,no,yes,no,596,1,1,1
962,49,no,yes,no,924,1,0,1
963,41,no,yes,no,897,3,0,1
964,46,no,no,no,1855,1,0,1
965,54,no,yes,yes,1034,1,0,1
966,38,no,no,no,578,2,0,1
967,39,no,no,no,1181,2,0,1
968,46,no,no,no,716,2,3,1
969,58,no,yes,no,1437,2,0,1
970,32,no,yes,no,482,1,0,1
971,30,no,yes,no,898,1,0,1
972,51,no,no,no,1122,4,0,1
973,30,no,yes,no,511,1,0,1
974,35,no,yes,yes,1554,1,0,1
975,30,no,yes,yes,686,1,0,1
976,30,no,no,yes,925,1,0,1
977,43,no,yes,no,1015,1,2,1
978,47,no,yes,no,489,3,0,1
979,51,no,no,no,694,2,0,1
980,32,no,no,no,853,1,0,1
981,53,no,no,no,561,1,0,1
982,33,no,yes,no,424,2,1,1
983,40,no,no,no,998,1,0,1
984,42,no,yes,no,1057,1,0,1
985,46,no,yes,no,522,1,1,1
986,32,no,yes,no,472,1,0,1
987,38,no,yes,no,623,1,1,1
988,32,no,no,no,337,1,0,1
989,30,no,no,yes,589,2,0,1
990,35,no,yes,no,644,4,0,1
991,36,no,yes,no,1792,2,0,1
992,43,no,no,no,1468,3,0,1
993,42,no,no,no,709,2,0,1
994,40,no,yes,no,639,2,1,1
995,32,no,yes,no,1720,3,0,1
996,32,no,yes,yes,276,1,2,1
997,41,yes,no,yes,477,1,0,1
998,34,no,yes,yes,670,1,0,1
999,40,no,yes,no,405,1,0,1
1000,32,no,no,no,531,1,0,1
1001,32,no,yes,no,628,1,0,1
1002,36,no,no,no,1192,1,0,1
1003,45,no,yes,no,283,1,0,1
1004,47,no,yes,yes,454,1,0,1
1005,35,no,no,yes,728,1,0,1
1006,36,no,yes,no,993,1,0,1
1007,33,no,no,no,755,1,10,1
1008,30,no,yes,yes,994,1,1,1
1009,32,no,yes,no,1503,2,0,1
1010,45,no,yes,no,871,5,0,1
1011,47,no,no,no,329,4,0,1
1012,46,no,no,no,531,1,1,1
1013,39,no,yes,no,931,4,0,1
1014,30,no,yes,no,593,1,0,1
1015,45,no,no,no,691,1,0,1
1016,43,no,yes,yes,1258,2,2,1
1017,53,no,yes,no,677,1,0,1
1018,43,no,yes,no,1490,3,0,1
1019,54,no,yes,no,562,2,0,1
1020,30,no,yes,no,705,1,0,1
1021,30,no,no,no,1035,1,0,1
1022,36,no,no,yes,736,1,0,1
1023,33,no,no,no,253,1,0,1
1024,38,no,yes,no,888,2,2,1
1025,37,no,yes,yes,370,2,1,1
1026,32,no,yes,no,500,2,1,1
1027,59,no,no,no,488,1,0,1
1028,59,no,no,no,1025,2,0,1
1029,46,no,no,no,768,3,0,1
1030,32,no,yes,no,758,1,0,1
1031,52,no,yes,no,653,1,0,1
1032,45,no,yes,no,841,2,0,1
1033,52,no,no,yes,871,3,0,1
1034,31,no,no,no,952,2,0,1
1035,31,no,yes,no,1341,3,7,1
1036,39,no,no,no,1598,4,0,1
1037,35,no,yes,no,945,2,0,1
1038,33,no,no,yes,1059,2,0,1
1039,50,no,yes,no,615,3,1,1
1040,36,no,no,no,517,1,0,1
1041,34,no,yes,no,714,1,0,1
1042,46,no,yes,no,729,1,0,1
1043,47,no,no,no,591,1,1,1
1044,39,no,yes,yes,1158,9,0,1
1045,31,no,no,no,614,1,0,1
1046,41,no,no,no,558,1,0,1
1047,59,no,no,no,530,1,2,1
1048,39,no,no,no,648,1,0,1
1049,48,no,no,no,609,2,0,1
1050,50,no,no,no,530,1,0,1
1051,31,no,yes,no,529,1,0,1
1052,30,no,yes,no,641,1,0,1
1053,31,no,yes,no,957,1,2,1
1054,30,no,yes,no,758,1,0,1
1055,34,no,yes,no,963,1,0,1
1056,53,no,yes,no,796,5,1,1
1057,34,no,yes,no,1022,1,0,1
1058,57,no,no,no,553,3,0,1
1059,41,no,no,no,372,1,0,1
1060,40,no,yes,yes,849,1,0,1
1061,37,no,yes,no,555,4,0,1
1062,31,no,yes,no,316,3,9,1
1063,58,no,no,no,850,1,0,1
1064,39,no,no,no,749,2,0,1
1065,47,no,no,yes,902,1,2,1
1066,44,no,yes,yes,1074,1,0,1
1067,45,no,no,yes,980,2,0,1
1068,41,no,yes,no,549,2,0,1
1069,33,no,yes,no,654,1,0,1
1070,30,no,no,no,834,1,0,1
1071,30,no,no,no,1571,1,0,1
1072,42,no,no,no,664,3,0,1
1073,49,no,no,no,579,9,0,1
1074,59,no,no,no,373,3,0,1
1075,31,no,no,no,504,2,2,1
1076,43,no,no,no,314,4,0,1
1077,38,no,no,no,663,4,0,1
1078,30,no,yes,no,681,4,0,1
1079,35,no,no,yes,808,2,0,1
1080,43,no,yes,no,775,3,0,1
1081,34,no,yes,no,705,6,0,1
1082,52,no,no,no,965,2,0,1
1083,46,no,no,no,1222,2,0,1
1084,46,no,no,no,534,2,0,1
1085,37,no,yes,no,1555,2,0,1
1086,42,no,yes,yes,925,5,0,1
1087,23,no,no,no,8,1,0,1
1088,53,no,no,yes,119,1,0,1
1089,26,no,no,no,1387,1,0,1
1090,49,no,yes,no,1232,1,0,1
1091,34,no,no,no,829,1,0,1
1092,28,no,no,no,769,1,0,1
1093,46,no,no,no,1199,2,0,1
1094,26,no,no,no,1451,2,0,1
1095,31,no,no,yes,944,3,0,1
1096,51,no,no,no,968,2,0,1
1097,47,no,yes,no,1101,1,0,1
1098,53,yes,no,no,470,1,0,1
1099,29,no,no,no,801,1,0,1
1100,32,no,no,yes,750,1,0,1
1101,26,no,no,no,1165,1,0,1
1102,40,no,no,no,1473,1,0,1
1103,33,no,no,no,692,2,0,1
1104,49,no,no,no,1917,2,0,1
1105,60,no,yes,yes,1451,1,0,1
1106,41,no,yes,no,2770,1,0,1
1107,36,no,no,no,771,1,0,1
1108,29,no,no,no,726,2,0,1
1109,42,no,no,no,931,1,0,1
1110,33,no,yes,yes,922,5,0,1
1111,31,no,yes,no,1776,2,0,1
1112,31,no,no,no,707,2,1,1
1113,26,no,no,no,1136,2,0,1
1114,40,no,yes,no,215,1,2,1
1115,45,no,no,no,803,1,0,1
1116,55,yes,no,no,781,1,0,1
1117,29,no,no,no,125,1,0,1
1118,47,no,no,no,1086,1,0,1
1119,50,no,no,no,749,1,0,1
1120,44,no,yes,no,699,1,1,1
1121,56,no,no,no,492,1,0,1
1122,39,no,no,no,588,1,0,1
1123,59,no,no,no,935,1,0,1
1124,43,no,no,no,430,1,0,1
1125,36,no,no,no,302,1,0,1
1126,29,no,yes,no,177,1,0,1
1127,38,no,yes,no,626,1,0,1
1128,41,no,yes,no,938,1,0,1
1129,58,no,no,no,521,1,0,1
1130,61,no,no,no,670,3,0,1
1131,36,no,no,no,285,1,0,1
1132,30,no,yes,no,402,1,0,1
1133,43,no,yes,yes,751,2,4,1
1134,39,no,no,no,1420,3,0,1
1135,48,no,yes,no,1425,2,0,1
1136,26,no,no,no,1223,2,0,1
1137,51,no,no,no,467,2,0,1
1138,37,no,yes,no,289,2,4,1
1139,29,no,no,no,297,1,0,1
1140,57,no,no,no,369,1,0,1
1141,25,no,no,yes,189,1,0,1
1142,68,no,no,no,360,1,0,1
1143,34,no,yes,no,251,1,0,1
1144,38,no,yes,no,650,1,0,1
1145,54,no,yes,no,261,1,4,1
1146,32,no,no,no,152,2,5,1
1147,41,no,yes,no,157,1,0,1
1148,48,no,yes,no,1393,1,0,1
1149,59,no,no,no,261,1,0,1
1150,39,no,yes,no,372,1,0,1
1151,31,no,no,no,182,2,1,1
1152,30,no,no,no,1404,4,0,1
1153,40,no,no,no,1776,2,0,1
1154,28,no,yes,no,546,3,4,1
1155,52,no,yes,no,489,1,0,1
1156,32,no,yes,no,192,2,0,1
1157,34,no,no,no,426,2,0,1
1158,31,no,no,no,736,1,0,1
1159,57,no,no,no,1416,1,0,1
1160,31,no,no,no,193,2,0,1
1161,29,no,yes,no,80,2,0,1
1162,75,no,yes,no,136,3,0,1
1163,32,no,yes,no,1579,1,4,1
1164,31,no,yes,no,572,2,7,1
1165,41,no,yes,no,1164,1,1,1
1166,22,no,yes,no,133,4,0,1
1167,31,no,no,no,974,1,0,1
1168,69,no,no,no,136,4,0,1
1169,30,no,no,no,467,1,0,1
1170,49,no,no,yes,1226,1,0,1
1171,29,no,no,no,206,1,0,1
1172,43,no,yes,no,765,2,0,1
1173,28,no,no,no,976,2,0,1
1174,56,no,no,no,945,2,0,1
1175,39,no,yes,yes,1290,2,0,1
1176,33,no,no,no,146,3,0,1
1177,38,no,no,no,1381,4,0,1
1178,30,no,yes,no,1121,2,0,1
1179,29,no,no,no,2775,2,0,1
1180,69,no,no,no,128,3,0,1
1181,44,no,yes,no,676,1,0,1
1182,35,no,no,no,699,1,0,1
1183,31,no,no,no,642,1,2,1
1184,26,no,yes,no,810,1,1,1
1185,26,no,no,no,1916,2,29,1
1186,34,no,no,no,578,1,0,1
1187,42,no,yes,no,656,1,0,1
1188,54,no,yes,no,686,2,1,1
1189,53,no,no,no,158,3,0,1
1190,54,no,no,no,744,3,0,1
1191,48,no,yes,no,1017,4,0,1
1192,40,no,yes,no,1661,2,0,1
1193,28,no,no,no,1138,2,0,1
1194,34,no,yes,no,136,10,0,1
1195,34,no,no,no,263,8,0,1
1196,32,no,no,no,550,4,0,1
1197,31,no,no,yes,1019,2,0,1
1198,31,no,yes,no,158,1,1,1
1199,66,no,no,no,751,1,0,1
1200,37,no,no,no,141,1,0,1
1201,33,no,no,no,192,2,0,1
1202,50,no,no,no,178,1,0,1
1203,33,no,no,no,860,2,0,1
1204,56,no,no,no,156,1,0,1
1205,26,no,yes,no,984,2,0,1
1206,59,no,no,no,241,2,0,1
1207,32,no,no,no,591,8,0,1
1208,22,no,no,no,229,6,0,1
1209,34,no,no,no,787,3,1,1
1210,39,no,no,no,912,3,0,1
1211,28,no,no,no,1183,2,0,1
1212,31,no,no,no,1541,1,0,1
1213,33,no,no,no,126,1,1,1
1214,66,no,no,no,479,1,0,1
1215,26,no,no,no,190,1,0,1
1216,30,no,no,no,123,1,0,1
1217,28,no,no,no,253,21,0,1
1218,29,no,yes,no,835,3,0,1
1219,49,no,no,no,1971,4,0,1
1220,34,no,yes,no,97,1,1,1
1221,47,no,no,no,277,1,0,1
1222,42,no,no,no,154,1,0,1
1223,43,no,no,no,147,1,0,1
1224,61,no,no,no,503,1,0,1
1225,35,no,yes,no,515,1,0,1
1226,40,no,no,no,154,2,1,1
1227,31,no,no,no,132,6,0,1
1228,33,no,no,no,446,1,0,1
1229,69,no,no,no,354,2,0,1
1230,30,no,no,no,152,2,0,1
1231,41,no,no,no,109,3,0,1
1232,31,no,yes,no,280,4,0,1
1233,22,no,no,no,227,1,0,1
1234,37,no,yes,no,118,4,3,1
1235,48,no,no,no,262,1,0,1
1236,85,no,no,no,165,2,0,1
1237,72,no,no,no,99,1,0,1
1238,46,no,no,no,121,1,0,1
1239,26,no,no,no,119,1,0,1
1240,37,no,yes,no,71,1,0,1
1241,53,no,no,no,75,3,0,1
1242,33,no,no,no,158,2,3,1
1243,90,no,no,no,152,3,0,1
1244,54,no,no,no,439,5,0,1
1245,67,no,no,no,706,1,0,1
1246,42,no,no,no,138,2,0,1
1247,71,no,no,no,93,5,0,1
1248,44,no,yes,yes,127,1,1,1
1249,47,no,no,no,261,2,0,1
1250,44,no,yes,yes,170,2,0,1
1251,37,no,no,no,91,3,0,1
1252,37,no,yes,no,138,2,0,1
1253,28,no,no,no,331,1,0,1
1254,21,no,no,no,92,2,0,1
1255,32,no,no,no,232,2,0,1
1256,51,no,yes,yes,88,1,0,1
1257,26,no,no,no,104,1,0,1
1258,74,no,no,no,127,1,0,1
1259,65,no,no,no,221,2,0,1
1260,47,no,no,no,226,1,0,1
1261,38,no,yes,no,120,1,0,1
1262,71,no,no,no,185,1,0,1
1263,29,no,yes,no,323,1,0,1
1264,61,no,no,no,113,1,0,1
1265,57,no,no,no,202,4,0,1
1266,37,no,no,no,466,4,0,1
1267,68,no,no,no,475,1,0,1
1268,29,no,no,no,147,1,0,1
1269,51,no,no,no,172,10,0,1
1270,41,no,yes,no,343,1,0,1
1271,24,no,no,no,185,1,0,1
1272,24,no,no,yes,134,2,0,1
1273,59,no,no,no,83,3,0,1
1274,85,no,no,no,355,3,0,1
1275,51,no,no,no,442,2,0,1
1276,39,no,no,no,208,4,0,1
1277,44,no,no,no,268,5,0,1
1278,26,no,no,no,654,3,0,1
1279,48,no,yes,no,245,1,0,1
1280,37,no,no,no,152,1,0,1
1281,71,no,no,no,367,1,0,1
1282,62,no,no,no,361,1,0,1
1283,26,no,no,yes,210,2,0,1
1284,43,no,yes,no,97,1,0,1
1285,30,no,yes,no,195,1,1,1
1286,50,no,no,no,194,1,1,1
1287,25,no,yes,no,412,5,0,1
1288,25,no,yes,no,353,1,0,1
1289,31,no,no,no,172,1,0,1
1290,28,no,yes,no,342,2,0,1
1291,66,no,no,no,131,2,0,1
1292,41,no,yes,no,87,2,0,1
1293,46,no,no,yes,115,1,0,1
1294,42,no,no,no,156,1,0,1
1295,28,no,no,no,79,1,0,1
1296,39,no,yes,no,233,1,1,1
1297,42,no,yes,no,712,4,0,1
1298,35,no,yes,no,378,4,0,1
1299,55,no,yes,yes,116,1,0,1
1300,37,no,no,no,239,1,0,1
1301,29,no,no,no,175,5,0,1
1302,49,no,no,no,120,3,0,1
1303,44,no,no,no,382,2,0,1
1304,54,no,no,no,143,2,0,1
1305,28,no,yes,no,631,1,0,1
1306,30,no,no,yes,83,1,0,1
1307,47,no,no,no,499,1,0,1
1308,34,no,no,no,350,3,0,1
1309,37,no,no,no,426,1,0,1
1310,25,no,yes,no,320,1,0,1
1311,29,no,yes,no,156,1,0,1
1312,62,no,yes,no,168,1,0,1
1313,58,no,no,no,180,2,0,1
1314,46,no,no,no,305,13,0,1
1315,56,no,no,no,96,2,0,1
1316,33,no,no,no,377,6,0,1
1317,27,no,no,no,82,3,0,1
1318,60,no,no,no,308,2,2,1
1319,32,no,no,no,63,2,0,1
1320,83,no,no,no,181,1,0,1
1321,35,no,yes,no,106,1,0,1
1322,31,no,yes,no,112,2,1,1
1323,30,no,no,no,199,5,0,1
1324,29,no,no,no,195,1,0,1
1325,36,no,no,no,229,1,0,1
1326,57,no,no,no,227,1,0,1
1327,21,no,no,no,266,1,0,1
1328,44,no,no,no,207,2,6,1
1329,23,no,no,no,131,4,0,1
1330,34,no,no,no,116,1,0,1
1331,32,no,no,no,217,2,0,1
1332,37,no,yes,no,350,2,3,1
1333,35,no,yes,no,112,1,0,1
1334,47,no,no,no,80,1,0,1
1335,61,no,no,no,106,1,0,1
1336,30,no,no,no,272,1,0,1
1337,70,no,no,no,122,1,0,1
1338,52,no,no,no,135,1,0,1
1339,28,no,no,no,93,1,0,1
1340,57,no,no,no,266,2,0,1
1341,24,no,no,no,95,4,0,1
1342,32,no,no,no,126,1,0,1
1343,65,no,no,no,323,1,0,1
1344,44,no,no,no,188,3,0,1
1345,32,no,yes,no,101,1,0,1
1346,33,no,no,no,80,4,0,1
1347,53,no,no,no,80,2,0,1
1348,31,no,no,no,119,1,0,1
1349,58,no,no,no,139,1,0,1
1350,30,no,no,no,1209,2,0,1
1351,47,no,yes,yes,3076,1,0,1
1352,60,no,no,no,296,2,0,1
1353,36,no,no,no,392,4,0,1
1354,37,no,no,no,406,2,1,1
1355,43,no,no,no,220,1,0,1
1356,37,no,yes,no,195,1,0,1
1357,31,no,no,no,187,1,0,1
1358,31,no,no,no,299,2,0,1
1359,30,no,yes,no,325,2,0,1
1360,30,no,yes,no,232,2,2,1
1361,32,no,no,no,278,2,0,1
1362,35,no,yes,no,194,1,0,1
1363,59,no,no,no,224,1,0,1
1364,33,no,yes,no,201,1,0,1
1365,37,no,no,no,167,1,0,1
1366,31,no,no,no,220,3,0,1
1367,26,no,no,no,415,1,0,1
1368,53,no,no,no,115,1,0,1
1369,34,no,no,no,132,1,0,1
1370,46,no,yes,no,144,2,0,1
1371,76,no,no,no,170,3,0,1
1372,46,no,no,no,269,3,0,1
1373,83,no,no,no,115,1,0,1
1374,23,no,no,no,96,2,0,1
1375,34,no,no,no,278,8,0,1
1376,24,no,no,no,411,2,0,1
1377,41,no,yes,yes,117,2,0,1
1378,28,no,no,no,475,1,0,1
1379,34,no,yes,no,95,2,2,1
1380,77,no,no,no,515,1,0,1
1381,36,no,no,no,300,1,0,1
1382,58,no,yes,no,342,1,0,1
1383,46,no,yes,no,243,3,13,1
1384,59,no,no,no,234,2,0,1
1385,19,no,no,no,271,2,0,1
1386,23,no,no,no,180,2,0,1
1387,27,no,no,no,1081,2,0,1
1388,73,no,no,no,163,2,0,1
1389,41,no,yes,no,237,3,0,1
1390,30,no,no,no,158,2,0,1
1391,26,no,no,no,351,3,0,1
1392,38,no,yes,no,1176,1,0,1
1393,46,no,yes,no,1196,1,0,1
1394,27,no,no,no,165,2,0,1
1395,63,no,no,no,387,2,0,1
1396,34,no,no,no,739,2,0,1
1397,32,no,no,yes,243,3,0,1
1398,33,no,yes,no,313,3,0,1
1399,47,no,yes,no,1164,1,0,1
1400,48,no,no,no,397,2,0,1
1401,58,no,no,no,268,1,0,1
1402,50,no,yes,no,707,1,3,1
1403,26,no,no,yes,117,1,0,1
1404,39,no,yes,no,939,1,0,1
1405,55,no,yes,no,296,1,3,1
1406,41,no,yes,no,1203,2,2,1
1407,54,no,yes,no,475,6,5,1
1408,33,no,yes,no,583,2,17,1
1409,42,no,no,no,158,1,0,1
1410,50,no,no,no,180,1,0,1
1411,40,no,no,yes,635,1,0,1
1412,37,no,yes,no,1353,2,2,1
1413,44,no,yes,yes,740,3,0,1
1414,30,no,no,no,465,4,0,1
1415,26,no,no,no,148,1,0,1
1416,47,no,no,no,721,4,0,1
1417,46,no,no,no,299,1,0,1
1418,25,no,no,yes,104,2,0,1
1419,56,no,no,no,327,1,0,1
1420,36,no,yes,no,952,1,1,1
1421,35,no,yes,no,903,1,0,1
1422,54,no,no,no,1134,1,0,1
1423,48,no,yes,no,1032,3,7,1
1424,32,no,yes,no,150,1,4,1
1425,60,no,no,no,236,1,0,1
1426,67,no,no,no,245,1,0,1
1427,32,no,no,no,321,1,0,1
1428,26,no,no,no,209,1,0,1
1429,33,no,yes,no,1190,1,3,1
1430,21,no,no,no,104,5,0,1
1431,30,no,no,no,108,2,0,1
1432,27,no,no,no,143,2,0,1
1433,30,no,yes,no,105,4,8,1
1434,36,no,yes,no,274,3,0,1
1435,27,no,yes,no,1665,3,0,1
1436,29,no,no,no,548,2,0,1
1437,38,no,yes,no,1691,2,3,1
1438,23,no,no,yes,142,4,0,1
1439,38,no,no,no,350,2,0,1
1440,30,no,yes,no,743,1,0,1
1441,41,no,yes,no,592,4,3,1
1442,33,no,yes,no,448,2,6,1
1443,35,no,yes,no,214,1,0,1
1444,29,no,no,no,179,1,0,1
1445,68,no,no,no,233,1,0,1
1446,20,no,no,no,245,3,0,1
1447,30,no,no,no,152,2,0,1
1448,32,no,yes,no,317,5,0,1
1449,28,no,yes,no,1042,2,2,1
1450,45,no,yes,no,348,3,2,1
1451,29,no,yes,no,1036,1,0,1
1452,31,no,yes,yes,1091,2,0,1
1453,39,no,yes,no,1006,2,0,1
